[22/9/23, 17:25:44] Maga: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Nadie fuera de este chat, ni siquiera WhatsApp, puede leerlos ni escucharlos.
[22/9/23, 17:25:44] Antonio Murillo Sevillano: https://maps.app.goo.gl/Tdrzv5EpChmwDpRx7?g_st=iw
[27/9/23, 15:21:11] Maga: Bof
[27/9/23, 15:21:15] Maga: Nasi para eso
[27/9/23, 15:21:17] Antonio Murillo Sevillano: Hola! soy Patricia de Workout. Tenemos tu cv a través de Yobalia. 

Tenemos este trabajo: 

*Sábado 30 Septiembre* en Sevilla:
- 8 riders (chicos) dando vueltas por la ciudad con unas bicis que les proporcionaremos, en horario de 12h a 20h. Salario: 9 euros hora
- 5 azafatas en horario de 12 a 21h. Salario: 8 euros hora

¿Puedes?
[27/9/23, 15:21:31] Antonio Murillo Sevillano: la palabra striper esta en desuso
[27/9/23, 15:21:41] Antonio Murillo Sevillano: habria q darle mas caña
[27/9/23, 15:22:18] Maga: Bof
[27/9/23, 15:22:27] Maga: Tu que eres
[27/9/23, 15:22:32] Maga: Rider
[27/9/23, 15:22:36] Antonio Murillo Sevillano: he tenido q cambiarte el nombre de maga a miguel pa q no se peinse
[27/9/23, 15:22:40] Maga: O azafato
[27/9/23, 15:22:52] Antonio Murillo Sevillano: yo no soy na pq estoy en polonia fumando mojado
[27/9/23, 15:23:04] Maga: Bof
[27/9/23, 15:23:06] Maga: Y yo q soy
[27/9/23, 15:23:12] Maga: Yo rider creo q no puedo
[27/9/23, 15:23:17] Maga: Por el tobillo
[27/9/23, 15:23:33] Antonio Murillo Sevillano: sera rider chill
[27/9/23, 15:23:36] Maga: Son muchas horas
[27/9/23, 15:23:38] Antonio Murillo Sevillano: no se ni en q consiste la vd
[27/9/23, 15:23:42] Antonio Murillo Sevillano: dps me meto en el anuncio
[27/9/23, 15:53:51] Maga: Me van a hablar???
[27/9/23, 15:55:08] Antonio Murillo Sevillano: Alomejor
[27/9/23, 15:55:10] Antonio Murillo Sevillano: No se
[27/9/23, 15:56:45] Maga: Ts😞
‎[27/9/23, 16:25:15] Maga: ‎<adjunto: 00000397-PHOTO-2023-09-27-16-25-15.jpg>
[27/9/23, 16:25:36] Antonio Murillo Sevillano: Q tienen esos guantes ?
[27/9/23, 16:25:56] Maga: Los venum?
[27/9/23, 16:26:07] Maga: O los guantes d muay?
‎[27/9/23, 16:26:36] Maga: ‎<adjunto: 00000401-AUDIO-2023-09-27-16-26-36.opus>
‎[27/9/23, 16:27:14] Maga: ‎<adjunto: 00000402-AUDIO-2023-09-27-16-27-14.opus>
[27/9/23, 16:28:50] Antonio Murillo Sevillano: Si
‎[27/9/23, 16:29:45] Maga: ‎<adjunto: 00000404-AUDIO-2023-09-27-16-29-45.opus>
‎[27/9/23, 16:30:00] Maga: ‎<adjunto: 00000405-AUDIO-2023-09-27-16-30-00.opus>
‎[27/9/23, 17:56:04] Antonio Murillo Sevillano: ‎imagen omitida
[27/9/23, 18:00:26] Antonio Murillo Sevillano: No se como cárajo
[27/9/23, 18:00:37] Antonio Murillo Sevillano: Me fume el paquete ese
[27/9/23, 18:29:02] Antonio Murillo Sevillano: Le he dado dos calos y me he quedado tieso
‎[27/9/23, 18:48:24] Maga: ‎<adjunto: 00000410-AUDIO-2023-09-27-18-48-24.opus>
[27/9/23, 19:39:06] Maga: Yo me ducho y cago y estoy ready
[27/9/23, 19:39:20] Antonio Murillo Sevillano: vengaa
[27/9/23, 19:39:27] Maga: Si quieres ir tu antes ve
[27/9/23, 19:40:09] Antonio Murillo Sevillano: nono
[27/9/23, 19:40:10] Antonio Murillo Sevillano: me espero
[27/9/23, 19:54:50] Antonio Murillo Sevillano: Q te queda
‎[27/9/23, 19:55:20] Maga: ‎<adjunto: 00000417-AUDIO-2023-09-27-19-55-20.opus>
[27/9/23, 19:55:42] Antonio Murillo Sevillano: Q le pasa
[27/9/23, 19:55:43] Antonio Murillo Sevillano: Venga
[27/9/23, 19:55:46] Antonio Murillo Sevillano: Vamos en mi coche
[27/9/23, 19:57:52] Maga: Va
‎[27/9/23, 19:58:00] Maga: ‎<adjunto: 00000422-AUDIO-2023-09-27-19-58-00.opus>
‎[27/9/23, 19:58:16] Maga: ‎<adjunto: 00000423-AUDIO-2023-09-27-19-58-16.opus>
[27/9/23, 20:06:35] Maga: Amo
[27/9/23, 20:06:38] Maga: ?
[27/9/23, 20:07:21] Antonio Murillo Sevillano: Si
[27/9/23, 20:07:27] Antonio Murillo Sevillano: Mi carro y os volvéis en metro ?
[27/9/23, 20:08:53] Maga: Na cojo el mio
[27/9/23, 20:11:50] Antonio Murillo Sevillano: Feka
[27/9/23, 20:11:54] Antonio Murillo Sevillano: Dps me dices q lo ponga yo
[27/9/23, 20:12:00] Antonio Murillo Sevillano: Marikona
‎[27/9/23, 20:19:18] Maga: ‎<adjunto: 00000432-AUDIO-2023-09-27-20-19-18.opus>
‎[27/9/23, 20:19:30] Maga: ‎<adjunto: 00000433-AUDIO-2023-09-27-20-19-30.opus>
[27/9/23, 20:20:03] Antonio Murillo Sevillano: Alérgico al metro
[28/9/23, 8:10:14] Antonio Murillo Sevillano: Ciao! Sto andando ad un centro commerciale vicino al centro a fare un giro e mangiare qualcosa, se vuoi ci becchiamo
[28/9/23, 8:10:14] Antonio Murillo Sevillano: Galeria krakowska
[28/9/23, 8:10:14] Antonio Murillo Sevillano: Devo andare in quel Mediaworld io
[28/9/23, 8:10:14] Antonio Murillo Sevillano: Grande, ci becchiamo lì? Io arrivo tra 10 minuti
[28/9/23, 8:10:24] Antonio Murillo Sevillano: Parece un luto listening
[28/9/23, 8:59:11] Antonio Murillo Sevillano: Me debes 6.5
[28/9/23, 9:04:36] Antonio Murillo Sevillano: Los congresos también dan ganas de trabajar la vd
[28/9/23, 10:59:35] Maga: Qué es??
[28/9/23, 10:59:39] Maga: Quien
[28/9/23, 10:59:50] Maga: Tu compi?
[28/9/23, 10:59:50] Antonio Murillo Sevillano: Uno del grupo de erasmus
[28/9/23, 10:59:56] Antonio Murillo Sevillano: Random
[28/9/23, 10:59:59] Antonio Murillo Sevillano: Compi no tengo
‎[28/9/23, 11:00:12] Antonio Murillo Sevillano: ‎imagen omitida
[28/9/23, 11:00:48] Antonio Murillo Sevillano: Más manoseado q Diego en rosso estoy
[28/9/23, 11:02:33] Maga: Estas ahora alli??
[28/9/23, 11:02:40] Maga: Con los médicos delante?
[28/9/23, 11:24:29] Antonio Murillo Sevillano: Si
[28/9/23, 11:24:38] Antonio Murillo Sevillano: Era como un taller rotativo
[28/9/23, 11:24:47] Antonio Murillo Sevillano: Me be comido la misma chapa 4 veces
[28/9/23, 11:26:38] Maga: Que haces con el phone
[28/9/23, 11:26:51] Antonio Murillo Sevillano: Soy modelo de ecógrafos
[28/9/23, 11:26:59] Antonio Murillo Sevillano: No esclavo
[28/9/23, 11:26:59] Maga: Tienes algo malo?
[28/9/23, 11:27:06] Maga: 😝
[28/9/23, 11:27:12] Antonio Murillo Sevillano: Toy como un toro
[28/9/23, 11:27:19] Antonio Murillo Sevillano: Dice q siga fumando
‎[28/9/23, 11:27:34] Maga: ‎<adjunto: 00000462-AUDIO-2023-09-28-11-27-34.opus>
[28/9/23, 11:27:51] Antonio Murillo Sevillano: Lo he hecho x seur
[28/9/23, 11:27:54] Antonio Murillo Sevillano: Pregúntale q porque
[28/9/23, 11:28:01] Maga: Xq cobran
[28/9/23, 11:28:08] Antonio Murillo Sevillano: No cobran
[28/9/23, 11:28:11] Antonio Murillo Sevillano: Ninguno de los 2
‎[28/9/23, 11:28:17] Maga: ‎<adjunto: 00000468-AUDIO-2023-09-28-11-28-17.opus>
[28/9/23, 11:28:26] Maga: Algo de eso era
‎[28/9/23, 11:28:43] Antonio Murillo Sevillano: ‎<adjunto: 00000470-AUDIO-2023-09-28-11-28-43.opus>
‎[28/9/23, 11:28:56] Antonio Murillo Sevillano: ‎<adjunto: 00000471-AUDIO-2023-09-28-11-28-56.opus>
[28/9/23, 11:30:28] Maga: Ah bueno
[28/9/23, 11:30:45] Maga: Po noje
[28/9/23, 11:30:54] Maga: Ya ha llegado el de mi hermano
[28/9/23, 11:31:06] Maga: Desde donde gestiono la devolucion??
[28/9/23, 11:31:08] Antonio Murillo Sevillano: El doctor q me ha tocado a mi q daba mi taller , director de orquesta :
Madrileño y médico, Dios si castiga 2 veces 
Me llama Santiago (5 veces)
-“tu no cobras nada por esto no?”
[28/9/23, 11:31:28] Antonio Murillo Sevillano: Amazon
[28/9/23, 11:31:34] Maga: Hijodeputa
‎[28/9/23, 11:54:20] Antonio Murillo Sevillano: ‎<adjunto: 00000479-PHOTO-2023-09-28-11-54-20.jpg>
‎[28/9/23, 11:54:28] Antonio Murillo Sevillano: ‎<adjunto: 00000480-AUDIO-2023-09-28-11-54-27.opus>
[28/9/23, 12:00:01] Maga: Marcha atras
[28/9/23, 12:00:26] Maga: A quemar embrague
[28/9/23, 12:10:18] Antonio Murillo Sevillano: No
[28/9/23, 12:10:21] Antonio Murillo Sevillano: Se ha quedado hay
[28/9/23, 12:10:50] Maga: Que has hecho?
‎[28/9/23, 12:11:02] Antonio Murillo Sevillano: ‎<adjunto: 00000486-AUDIO-2023-09-28-12-11-02.opus>
‎[28/9/23, 12:11:25] Maga: ‎<adjunto: 00000487-AUDIO-2023-09-28-12-11-25.opus>
‎[28/9/23, 12:11:25] Antonio Murillo Sevillano: ‎<adjunto: 00000488-AUDIO-2023-09-28-12-11-25.opus>
‎[28/9/23, 12:11:47] Antonio Murillo Sevillano: ‎<adjunto: 00000489-AUDIO-2023-09-28-12-11-47.opus>
‎[28/9/23, 12:11:54] Maga: ‎<adjunto: 00000490-AUDIO-2023-09-28-12-11-54.opus>
‎[28/9/23, 12:12:18] Antonio Murillo Sevillano: ‎<adjunto: 00000491-AUDIO-2023-09-28-12-12-18.opus>
‎[28/9/23, 12:12:25] Maga: ‎<adjunto: 00000492-AUDIO-2023-09-28-12-12-25.opus>
‎[28/9/23, 12:12:32] Antonio Murillo Sevillano: ‎<adjunto: 00000493-AUDIO-2023-09-28-12-12-32.opus>
‎[28/9/23, 12:12:49] Maga: ‎<adjunto: 00000494-AUDIO-2023-09-28-12-12-49.opus>
‎[28/9/23, 12:12:53] Antonio Murillo Sevillano: ‎<adjunto: 00000495-AUDIO-2023-09-28-12-12-53.opus>
‎[28/9/23, 12:12:58] Maga: ‎<adjunto: 00000496-AUDIO-2023-09-28-12-12-58.opus>
‎[28/9/23, 12:13:10] Antonio Murillo Sevillano: ‎<adjunto: 00000497-AUDIO-2023-09-28-12-13-10.opus>
[28/9/23, 12:13:26] Maga: Ea po ha sio x paho
‎[28/9/23, 12:13:30] Antonio Murillo Sevillano: ‎<adjunto: 00000499-AUDIO-2023-09-28-12-13-30.opus>
‎[28/9/23, 12:14:00] Maga: ‎<adjunto: 00000500-AUDIO-2023-09-28-12-14-00.opus>
‎[28/9/23, 12:14:30] Antonio Murillo Sevillano: ‎<adjunto: 00000501-AUDIO-2023-09-28-12-14-30.opus>
‎[28/9/23, 12:14:44] Antonio Murillo Sevillano: ‎<adjunto: 00000502-AUDIO-2023-09-28-12-14-44.opus>
‎[28/9/23, 12:16:27] Maga: ‎<adjunto: 00000503-AUDIO-2023-09-28-12-16-27.opus>
[28/9/23, 12:17:05] Antonio Murillo Sevillano: A ve no se esta tocando
[28/9/23, 12:17:12] Antonio Murillo Sevillano: Cabe un meñique
[28/9/23, 12:17:19] Antonio Murillo Sevillano: Feo el
[28/9/23, 12:17:24] Antonio Murillo Sevillano: Q es un cabron
[28/9/23, 12:17:35] Antonio Murillo Sevillano: O si no haberle dado más para atrás
[28/9/23, 12:17:36] Maga: No mano
[28/9/23, 12:17:41] Antonio Murillo Sevillano: Para q no hubiese entrado
[28/9/23, 12:17:46] Antonio Murillo Sevillano: Si vas a hacerlo hazlo bien
‎[28/9/23, 12:18:22] Maga: ‎<adjunto: 00000512-AUDIO-2023-09-28-12-18-22.opus>
‎[28/9/23, 12:18:34] Maga: ‎<adjunto: 00000513-AUDIO-2023-09-28-12-18-34.opus>
[28/9/23, 12:19:19] Antonio Murillo Sevillano: Es q la calle no es suya
[28/9/23, 12:19:23] Antonio Murillo Sevillano: Hay caben 2 coches
[28/9/23, 12:19:31] Antonio Murillo Sevillano: Otra cosa es q le haya dado x ponerlo en medio
‎[28/9/23, 12:20:44] Maga: ‎<adjunto: 00000517-AUDIO-2023-09-28-12-20-44.opus>
‎[28/9/23, 12:21:04] Maga: ‎<adjunto: 00000518-AUDIO-2023-09-28-12-21-04.opus>
[28/9/23, 12:21:16] Maga: Lo has hecho sabiendo lo q hay
‎[28/9/23, 12:21:47] Antonio Murillo Sevillano: ‎<adjunto: 00000520-AUDIO-2023-09-28-12-21-47.opus>
‎[28/9/23, 12:22:09] Antonio Murillo Sevillano: ‎<adjunto: 00000521-AUDIO-2023-09-28-12-22-09.opus>
[28/9/23, 12:23:37] Antonio Murillo Sevillano: Tú esta tarde tienes clase ?
‎[28/9/23, 12:23:46] Maga: ‎<adjunto: 00000523-AUDIO-2023-09-28-12-23-46.opus>
[28/9/23, 12:23:55] Maga: De 4 a 6
‎[28/9/23, 12:24:32] Antonio Murillo Sevillano: ‎<adjunto: 00000525-AUDIO-2023-09-28-12-24-32.opus>
‎[28/9/23, 12:24:55] Antonio Murillo Sevillano: ‎<adjunto: 00000526-AUDIO-2023-09-28-12-24-54.opus>
‎[28/9/23, 12:25:39] Maga: ‎<adjunto: 00000527-AUDIO-2023-09-28-12-25-39.opus>
[28/9/23, 12:26:21] Maga: Xk
[28/9/23, 12:26:23] Antonio Murillo Sevillano: Una cosa es q le salga bien y otra q haga bien
[28/9/23, 12:26:27] Antonio Murillo Sevillano: Pa q me lleves
‎[28/9/23, 12:26:38] Maga: ‎<adjunto: 00000531-AUDIO-2023-09-28-12-26-38.opus>
[28/9/23, 12:27:26] Antonio Murillo Sevillano: Cómo no vas ido veces en carro
‎[28/9/23, 13:28:02] Maga: ‎<adjunto: 00000533-AUDIO-2023-09-28-13-28-02.opus>
[28/9/23, 16:49:13] Antonio Murillo Sevillano: Buenas tardes familia necesito Chicos/hombres/masculinos con B2 de inglés para el 
04 de 07:30 a 18:00
05 de 07:30 a 17:30
06 de 07:30 a 13:30
[28/9/23, 16:49:13] Antonio Murillo Sevillano: dile a miguel q no es seguro
[28/9/23, 16:49:13] Antonio Murillo Sevillano: pero q si me lo dice rápido cabe posibilidadad
[28/9/23, 16:49:13] Antonio Murillo Sevillano: de q pueda trabajar
[28/9/23, 16:49:13] Antonio Murillo Sevillano: y si puede claro
[28/9/23, 16:59:34] Maga: No estoy
[28/9/23, 16:59:40] Maga: Estoy en italia
[28/9/23, 16:59:45] Maga: Me cago en mis muertossss
[28/9/23, 16:59:55] Maga: JODERRRRR
[28/9/23, 17:01:54] Antonio Murillo Sevillano: La vd q eran sendos dineros
[28/9/23, 17:01:58] Antonio Murillo Sevillano: Porque eran sendas horas
[28/9/23, 17:02:51] Antonio Murillo Sevillano: 26 horas
[28/9/23, 17:02:52] Antonio Murillo Sevillano: Creo
[28/9/23, 17:05:26] Maga: Shitttt
[28/9/23, 17:05:30] Maga: Los grillz
[28/9/23, 17:05:36] Maga: Me los iba a pone
[28/9/23, 17:05:42] Maga: Blanco y verde
[28/9/23, 17:19:09] Antonio Murillo Sevillano: Ya entiendo porque no coges el metro
[28/9/23, 17:34:54] Maga: Xq
[28/9/23, 17:35:13] Maga: Ya has recogido el coche?
‎[28/9/23, 18:55:55] Antonio Murillo Sevillano: ‎<adjunto: 00000554-PHOTO-2023-09-28-18-55-55.jpg>
[28/9/23, 18:55:55] Antonio Murillo Sevillano: Están grabando
[28/9/23, 18:55:55] Antonio Murillo Sevillano: Dentro de la piscina
[28/9/23, 18:55:55] Antonio Murillo Sevillano: Xxx
[28/9/23, 18:56:02] Antonio Murillo Sevillano: Si
[28/9/23, 18:56:36] Antonio Murillo Sevillano: Mucho sudamericano
[28/9/23, 19:42:28] Maga: Alfinal bodeguita??
[28/9/23, 19:45:39] Antonio Murillo Sevillano: Si
[28/9/23, 19:45:43] Antonio Murillo Sevillano: Komo de problema sería
[28/9/23, 19:45:45] Antonio Murillo Sevillano: Si viene Amanda
‎[28/9/23, 19:45:47] Antonio Murillo Sevillano: ‎<adjunto: 00000564-STICKER-2023-09-28-19-45-47.webp>
[28/9/23, 19:45:55] Maga: Nada
[28/9/23, 19:46:02] Maga: Se merece despedirte
[28/9/23, 19:46:15] Maga: Cabronaso no me preguntes eso
[28/9/23, 19:46:26] Maga: Hora??
[28/9/23, 19:46:41] Antonio Murillo Sevillano: 9 aptos
[28/9/23, 19:48:31] Antonio Murillo Sevillano: Aprox
[28/9/23, 19:48:34] Antonio Murillo Sevillano: Tú q hases
[28/9/23, 19:48:35] Maga: Valee
[28/9/23, 19:49:30] Maga: Estoy con pol rida robe y burga en el rio
[28/9/23, 19:52:38] Maga: Me subo a y 15
‎[28/9/23, 19:52:53] Antonio Murillo Sevillano: ‎imagen omitida
[28/9/23, 19:52:57] Antonio Murillo Sevillano: Si quieres ir antes
[28/9/23, 19:53:04] Antonio Murillo Sevillano: Cómo quieras
[28/9/23, 19:53:14] Antonio Murillo Sevillano: Solo me tengo q dar un agua
[28/9/23, 19:55:45] Maga: Antes de las 9 dices?
[28/9/23, 19:55:52] Antonio Murillo Sevillano: Si
‎[28/9/23, 20:05:51] Maga: ‎<adjunto: 00000581-AUDIO-2023-09-28-20-05-51.opus>
‎[28/9/23, 20:05:58] Maga: ‎<adjunto: 00000582-AUDIO-2023-09-28-20-05-58.opus>
[28/9/23, 20:06:01] Antonio Murillo Sevillano: O se escucha
[28/9/23, 20:06:04] Antonio Murillo Sevillano: No se escucha
‎[28/9/23, 20:06:34] Maga: ‎<adjunto: 00000585-AUDIO-2023-09-28-20-06-34.opus>
[28/9/23, 20:06:47] Antonio Murillo Sevillano: Yo con qn
[28/9/23, 20:06:49] Antonio Murillo Sevillano: Si no hay nadie
[28/9/23, 20:07:11] Maga: Ah no se
[28/9/23, 20:07:17] Maga: Como me has dicho de ir antes
[28/9/23, 20:07:29] Maga: Mañana te va a llevar tu vieja?
[28/9/23, 20:07:34] Antonio Murillo Sevillano: Tú y yo
[28/9/23, 20:07:45] Maga: Eso q k es
[28/9/23, 20:07:50] Maga: Venga me doy prisa
[28/9/23, 20:08:12] Maga: A y 35 toy
[28/9/23, 20:08:21] Antonio Murillo Sevillano: Va flama
‎[28/9/23, 20:08:31] Antonio Murillo Sevillano: ‎<adjunto: 00000596-AUDIO-2023-09-28-20-08-31.opus>
‎[28/9/23, 20:09:32] Maga: ‎<adjunto: 00000597-AUDIO-2023-09-28-20-09-32.opus>
‎[28/9/23, 20:09:52] Antonio Murillo Sevillano: ‎<adjunto: 00000598-AUDIO-2023-09-28-20-09-51.opus>
‎[28/9/23, 20:10:17] Maga: ‎<adjunto: 00000599-AUDIO-2023-09-28-20-10-17.opus>
‎[28/9/23, 20:10:20] Antonio Murillo Sevillano: ‎<adjunto: 00000600-PHOTO-2023-09-28-20-10-20.jpg>
[28/9/23, 20:10:29] Antonio Murillo Sevillano: Vaya pinta de follardilla
[28/9/23, 20:10:36] Maga: Que es?
[28/9/23, 20:10:39] Maga: Polska?
[28/9/23, 20:10:40] Antonio Murillo Sevillano: Krakow
[28/9/23, 20:39:20] Maga: Amo??
[28/9/23, 20:40:35] Antonio Murillo Sevillano: Mega
[28/9/23, 20:40:42] Antonio Murillo Sevillano: Enga
[28/9/23, 20:42:12] Maga: Que coche
[28/9/23, 20:42:17] Maga: Miomismo
[28/9/23, 20:42:38] Antonio Murillo Sevillano: Venga
[28/9/23, 20:43:28] Maga: Estoy ya
‎[28/9/23, 20:46:56] Antonio Murillo Sevillano: ‎<adjunto: 00000612-AUDIO-2023-09-28-20-46-56.opus>
[29/9/23, 10:08:39] Antonio Murillo Sevillano: Pregúntale a tu vieja si tiene
[29/9/23, 11:04:17] Antonio Murillo Sevillano: Q no quiero tener q comprarlo allí
‎[29/9/23, 11:13:59] Maga: ‎<adjunto: 00000615-AUDIO-2023-09-29-11-13-59.opus>
‎[29/9/23, 11:14:07] Maga: ‎<adjunto: 00000616-AUDIO-2023-09-29-11-14-07.opus>
[29/9/23, 11:14:48] Antonio Murillo Sevillano: Ya tengo
[29/9/23, 11:14:58] Antonio Murillo Sevillano: Has ido a devolver los paquete ?
‎[29/9/23, 11:44:30] Antonio Murillo Sevillano: ‎<adjunto: 00000619-PHOTO-2023-09-29-11-44-30.jpg>
[29/9/23, 11:44:36] Antonio Murillo Sevillano: Me voy a hacer relojero
[29/9/23, 16:00:50] Maga: A y 45 no?
[29/9/23, 16:08:32] Antonio Murillo Sevillano: Si
[29/9/23, 16:10:26] Maga: Flama
[29/9/23, 16:18:12] Antonio Murillo Sevillano: Cómo no me hagan pagar sobrecargo
[29/9/23, 16:18:18] Antonio Murillo Sevillano: Va a ser la gitanada más épica
[29/9/23, 16:18:19] Antonio Murillo Sevillano: Nunca hecha
[29/9/23, 16:22:56] Maga: Sobre cargo de q
[29/9/23, 16:23:00] Maga: De maleta?
[29/9/23, 16:23:23] Antonio Murillo Sevillano: Si
‎[29/9/23, 16:23:34] Antonio Murillo Sevillano: ‎<adjunto: 00000630-PHOTO-2023-09-29-16-23-34.jpg>
[29/9/23, 16:23:40] Antonio Murillo Sevillano: Cual de las 3 me llevo
[29/9/23, 16:23:52] Maga: No se
[29/9/23, 16:23:56] Maga: La nike la cogia
[29/9/23, 16:24:02] Maga: Y la beige clarita
[29/9/23, 16:24:15] Antonio Murillo Sevillano: Ps voy a tener q llevarlas ahora puestas
[29/9/23, 16:24:25] Antonio Murillo Sevillano: Con el north face
[29/9/23, 16:24:26] Maga: Una en la cintura
[29/9/23, 16:24:30] Maga: Y otra puesta
[29/9/23, 16:24:32] Maga: Boffff
[29/9/23, 16:24:38] Maga: Va a oler a sorro
[29/9/23, 16:24:42] Antonio Murillo Sevillano: Y las botas
[29/9/23, 16:24:44] Antonio Murillo Sevillano: Criando pollos
[29/9/23, 16:24:46] Maga: Madre
[29/9/23, 16:24:48] Maga: De dios
[29/9/23, 16:24:56] Maga: Cuantos grados hacen alli?
[29/9/23, 16:24:56] Antonio Murillo Sevillano: Y calcetines gordos gordos
[29/9/23, 16:25:09] Maga: Diecimuchos?
‎[29/9/23, 16:25:34] Antonio Murillo Sevillano: ‎<adjunto: 00000648-PHOTO-2023-09-29-16-25-34.jpg>
[29/9/23, 16:26:24] Maga: Ostia el mejor dia pa llegar
[29/9/23, 16:26:32] Maga: Vaya calufa padre
[29/9/23, 16:26:37] Antonio Murillo Sevillano: Lluviendo
[29/9/23, 16:29:14] Antonio Murillo Sevillano: La vd q si
[29/9/23, 16:29:27] Antonio Murillo Sevillano: Vaya coñazo de viaje
[29/9/23, 16:29:31] Antonio Murillo Sevillano: A ve si llego ya
[29/9/23, 16:29:50] Maga: Vaya tortura la vd
[29/9/23, 16:29:54] Maga: Llegas mañana no?
[29/9/23, 16:32:07] Maga: Quien va al airport?
[29/9/23, 16:32:57] Antonio Murillo Sevillano: Tú y yo
[29/9/23, 16:33:56] Maga: En el seat?
[29/9/23, 16:34:04] Maga: No no?
[29/9/23, 16:35:07] Antonio Murillo Sevillano: Tú car?
[29/9/23, 16:35:26] Maga: Si eso
[29/9/23, 16:35:33] Antonio Murillo Sevillano: Voy a matar a mi vieja
[29/9/23, 16:35:35] Maga: Como ayer dijiste que querías conducir
[29/9/23, 16:35:43] Antonio Murillo Sevillano: Si pero pensaba q venía mi vieja
[29/9/23, 16:36:29] Maga: A weno
[29/9/23, 16:36:33] Maga: El mio pues
[29/9/23, 16:37:36] Antonio Murillo Sevillano: Ayúdame con las maletas
[29/9/23, 16:37:45] Maga: Ya?
[29/9/23, 16:39:37] Maga: Voy paya
‎[29/9/23, 18:29:15] Antonio Murillo Sevillano: ‎<adjunto: 00000671-AUDIO-2023-09-29-18-29-15.opus>
[29/9/23, 18:31:52] Maga: Ya estas en el plane?
[29/9/23, 18:31:56] Maga: No no?
[29/9/23, 18:32:06] Antonio Murillo Sevillano: Estoy esperando
‎[29/9/23, 18:32:35] Antonio Murillo Sevillano: ‎<adjunto: 00000675-AUDIO-2023-09-29-18-32-35.opus>
‎[29/9/23, 18:32:52] Antonio Murillo Sevillano: ‎<adjunto: 00000676-AUDIO-2023-09-29-18-32-52.opus>
[29/9/23, 22:51:18] Antonio Murillo Sevillano: Tamo en Varsovia
[29/9/23, 22:53:52] Maga: A esquivar puñales
[29/9/23, 22:55:04] Antonio Murillo Sevillano: A buscar tabaco
[29/9/23, 22:55:06] Antonio Murillo Sevillano: Y cerveza
[29/9/23, 22:56:55] Maga: Bofff
[29/9/23, 22:57:03] Maga: Como esta warsaw
[29/9/23, 22:59:45] Antonio Murillo Sevillano: Ps no nos dejan salir aún del avión
[29/9/23, 22:59:49] Antonio Murillo Sevillano: Asiq hasta la polla de avión
[29/9/23, 22:59:57] Antonio Murillo Sevillano: Me ha dado tiempo de leerme hasta un libro que me regaló maría
‎[29/9/23, 23:36:58] Maga: ‎<adjunto: 00000686-AUDIO-2023-09-29-23-36-58.opus>
‎[29/9/23, 23:37:30] Antonio Murillo Sevillano: ‎imagen omitida
‎[29/9/23, 23:37:44] Antonio Murillo Sevillano: ‎<adjunto: 00000688-AUDIO-2023-09-29-23-37-44.opus>
[29/9/23, 23:58:27] Antonio Murillo Sevillano: Illo
[29/9/23, 23:58:32] Antonio Murillo Sevillano: Es pa rayarse
[29/9/23, 23:58:50] Antonio Murillo Sevillano: Q el día q fui a comer con marta Ambrosio a viabilice
[29/9/23, 23:58:58] Antonio Murillo Sevillano: Viapol
[29/9/23, 23:59:03] Antonio Murillo Sevillano: Fuimos a comprar café al jamón
[29/9/23, 23:59:21] Antonio Murillo Sevillano: Vi los condones esos baratos de cojines de 6 a 1 euro
[29/9/23, 23:59:29] Antonio Murillo Sevillano: Los compré y le di a marta Ambrosio la mitad
[29/9/23, 23:59:33] Antonio Murillo Sevillano: Q se iba a Madrid con el parienta
[29/9/23, 23:59:36] Antonio Murillo Sevillano: Pariento
[29/9/23, 23:59:52] Antonio Murillo Sevillano: Y ayer fui yo a estrenar mi mitad
[29/9/23, 23:59:57] Antonio Murillo Sevillano: Y maría se rallo
